CmdNumber,IsSubStep,ParentCmdNumber,Timestamp,LLActionType,InstanceName,CommandType,TargetPosition,EndEffector,Velocity,Acceleration,Pose,Joints,Success,ExecTimeMs,PlanTimeMs,PointCount,NominalDurationSec,TotalTimeMs,GapFromPrevMs,PlanningInGapMs,BTOverheadMs,ParentMLAction,Error
462,False,,2026-05-29 18:04:33.127,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup38,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11314.85,29.07,51,4.916,13436.23,3858.64,0.00,3858.64,,
463,False,,2026-05-29 18:04:46.634,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick33_robot1_finallocstick33_rpmanipulate_stick29_stick28_gripper1_layer7_layer8,plannedj,finallocstick33,,1.00,1.00,"0.342774;0.850031;0.113500;0.000000;-3.141590;0.000000","",True,7189.40,97.55,30,2.854,9535.54,70.10,0.00,70.10,,
464,False,,2026-05-29 18:04:56.198,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick33_robot1_finallocstick33_rpmanipulate_stick29_stick28_gripper1_layer7_layer8,open_gripper,,,0.50,1.00,"","",True,1949.53,0.00,0,0.000,3999.25,28.28,0.00,28.28,,
465,False,,2026-05-29 18:05:00.224,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick33_robot1_finallocstick33_rpmanipulate_stick29_stick28_gripper1_layer7_layer8,lift,,,0.50,1.00,"","",True,3730.64,0.00,0,0.000,5748.84,27.53,0.00,27.53,,
466,False,,2026-05-29 18:05:06.000,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick33_robot1_finallocstick33_rpmanipulate_stick29_stick28_gripper1_layer7_layer8,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,7202.04,20.08,30,2.851,9328.76,26.86,0.00,26.86,,
467,False,,2026-05-29 18:05:18.943,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup36,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11518.08,30.73,50,4.859,13675.64,3613.92,0.00,3613.92,,
468,False,,2026-05-29 18:05:32.689,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick30_initlocstick30_robot1_gripper1_rppickup,plannedl,initlocstick30,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,4572.81,30.06,16,1.421,6741.98,70.59,0.00,70.59,,
469,False,,2026-05-29 18:05:39.465,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick30_initlocstick30_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1761.89,0.00,0,0.000,3806.91,34.38,0.00,34.38,,
470,False,,2026-05-29 18:05:43.299,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick30_initlocstick30_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3838.85,31.82,16,1.400,6019.37,26.65,0.00,26.65,,
471,False,,2026-05-29 18:05:52.999,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup39,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11404.09,63.59,51,4.916,13640.90,3680.66,0.00,3680.66,,
472,False,,2026-05-29 18:06:06.694,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick30_robot1_finallocstick30_rpmanipulate_stick25_stick26_gripper1_layer6_layer7,plannedj,finallocstick30,,1.00,1.00,"0.086760;0.699228;0.095000;0.000000;-3.141590;0.000000","",True,6592.89,19.18,26,2.431,8693.90,54.47,0.00,54.47,,
473,False,,2026-05-29 18:06:15.415,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick30_robot1_finallocstick30_rpmanipulate_stick25_stick26_gripper1_layer6_layer7,open_gripper,,,0.50,1.00,"","",True,1990.30,0.00,0,0.000,4030.06,27.29,0.00,27.29,,
474,False,,2026-05-29 18:06:19.477,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick30_robot1_finallocstick30_rpmanipulate_stick25_stick26_gripper1_layer6_layer7,lift,,,0.50,1.00,"","",True,3696.63,0.00,0,0.000,5746.32,31.91,0.00,31.91,,
475,False,,2026-05-29 18:06:25.247,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick30_robot1_finallocstick30_rpmanipulate_stick25_stick26_gripper1_layer6_layer7,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,6335.24,21.42,26,2.428,8441.38,23.50,0.00,23.50,,
476,False,,2026-05-29 18:06:37.384,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup37,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11565.07,42.84,50,4.859,13687.02,3695.82,0.00,3695.82,,
477,False,,2026-05-29 18:06:51.137,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick31_initlocstick31_robot1_gripper1_rppickup,plannedl,initlocstick31,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3890.58,31.15,16,1.421,6023.59,65.26,0.00,65.26,,
478,False,,2026-05-29 18:06:57.194,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick31_initlocstick31_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1766.69,0.00,0,0.000,3808.68,33.60,0.00,33.60,,
479,False,,2026-05-29 18:07:01.026,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick31_initlocstick31_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3844.74,32.86,16,1.400,6016.94,23.38,0.00,23.38,,
480,False,,2026-05-29 18:07:11.110,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup40,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11099.35,28.54,51,4.916,13228.19,4067.41,0.00,4067.41,,
481,False,,2026-05-29 18:07:24.420,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick31_robot1_finallocstick31_rpmanipulate_stick26_stick27_gripper1_layer6_layer7,plannedj,finallocstick31,,1.00,1.00,"-0.014958;0.894274;0.095000;0.000000;-3.141590;0.000000","",True,6350.45,24.59,25,2.318,8450.42,81.15,0.00,81.15,,
482,False,,2026-05-29 18:07:32.900,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick31_robot1_finallocstick31_rpmanipulate_stick26_stick27_gripper1_layer6_layer7,open_gripper,,,0.50,1.00,"","",True,2244.71,0.00,0,0.000,4268.55,30.32,0.00,30.32,,
483,False,,2026-05-29 18:07:37.202,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick31_robot1_finallocstick31_rpmanipulate_stick26_stick27_gripper1_layer6_layer7,lift,,,0.50,1.00,"","",True,3717.69,0.00,0,0.000,5742.59,32.93,0.00,32.93,,
484,False,,2026-05-29 18:07:42.971,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick31_robot1_finallocstick31_rpmanipulate_stick26_stick27_gripper1_layer6_layer7,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,6097.62,22.25,25,2.315,8210.78,26.76,0.00,26.76,,
485,False,,2026-05-29 18:07:54.611,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup38,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11306.98,19.55,50,4.859,13385.69,3428.91,0.00,3428.91,,
486,False,,2026-05-29 18:08:08.059,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick35_initlocstick35_robot1_gripper1_rppickup,plannedl,initlocstick35,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3879.32,34.24,16,1.421,6031.12,62.10,0.00,62.10,,
487,False,,2026-05-29 18:08:14.120,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick35_initlocstick35_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1788.06,0.00,0,0.000,3814.80,29.69,0.00,29.69,,
488,False,,2026-05-29 18:08:17.957,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick35_initlocstick35_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3881.72,34.48,16,1.400,6011.72,22.73,0.00,22.73,,
489,False,,2026-05-29 18:08:27.838,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup41,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11332.08,30.13,51,4.916,13439.26,3869.02,0.00,3869.02,,
490,False,,2026-05-29 18:08:41.344,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick35_robot1_finallocstick35_rpmanipulate_stick31_stick30_gripper1_layer7_layer8,plannedj,finallocstick35,,1.00,1.00,"0.014774;0.779310;0.112500;0.000000;-3.141590;0.000000","",True,6319.30,29.24,25,2.326,8460.17,67.27,0.00,67.27,,
491,False,,2026-05-29 18:08:49.835,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick35_robot1_finallocstick35_rpmanipulate_stick31_stick30_gripper1_layer7_layer8,open_gripper,,,0.50,1.00,"","",True,2241.24,0.00,0,0.000,4261.72,30.40,0.00,30.40,,
492,False,,2026-05-29 18:08:54.120,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick35_robot1_finallocstick35_rpmanipulate_stick31_stick30_gripper1_layer7_layer8,lift,,,0.50,1.00,"","",True,3721.78,0.00,0,0.000,5752.85,22.93,0.00,22.93,,
493,False,,2026-05-29 18:08:59.894,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick35_robot1_finallocstick35_rpmanipulate_stick31_stick30_gripper1_layer7_layer8,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,6130.83,19.18,25,2.323,8233.03,21.64,0.00,21.64,,
494,False,,2026-05-29 18:09:11.695,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup39,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11080.71,32.70,50,4.859,13246.31,3567.55,0.00,3567.55,,
495,False,,2026-05-29 18:09:24.997,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick34_initlocstick34_robot1_gripper1_rppickup,plannedl,initlocstick34,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3873.38,35.54,16,1.421,6003.38,56.48,0.00,56.48,,
496,False,,2026-05-29 18:09:31.023,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick34_initlocstick34_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1783.08,0.00,0,0.000,3828.60,21.89,0.00,21.89,,
497,False,,2026-05-29 18:09:34.886,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick34_initlocstick34_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3872.92,24.58,16,1.401,5990.24,35.23,0.00,35.23,,
498,False,,2026-05-29 18:09:44.777,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup42,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11296.36,27.22,51,4.916,13422.10,3900.72,0.00,3900.72,,
499,False,,2026-05-29 18:09:58.255,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick34_robot1_finallocstick34_rpmanipulate_stick29_stick30_gripper1_layer7_layer8,plannedj,finallocstick34,,1.00,1.00,"0.201724;0.669496;0.112500;0.000000;-3.141590;0.000000","",True,7046.89,20.27,28,2.652,9130.85,55.63,0.00,55.63,,
500,False,,2026-05-29 18:10:07.422,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick34_robot1_finallocstick34_rpmanipulate_stick29_stick30_gripper1_layer7_layer8,open_gripper,,,0.50,1.00,"","",True,1615.71,0.00,0,0.000,3668.48,36.28,0.00,36.28,,
501,False,,2026-05-29 18:10:11.112,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick34_robot1_finallocstick34_rpmanipulate_stick29_stick30_gripper1_layer7_layer8,lift,,,0.50,1.00,"","",True,3701.38,0.00,0,0.000,5743.33,21.09,0.00,21.09,,
502,False,,2026-05-29 18:10:16.885,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick34_robot1_finallocstick34_rpmanipulate_stick29_stick30_gripper1_layer7_layer8,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,6690.01,35.83,28,2.649,8890.88,30.23,0.00,30.23,,
503,False,,2026-05-29 18:10:29.548,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup40,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11053.12,33.49,50,4.860,13181.29,3771.23,0.00,3771.23,,
504,False,,2026-05-29 18:10:42.801,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_cube8_initloccube8_robot1_gripper1_rppickup,plannedl,initloccube8,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,4567.08,25.04,16,1.421,6695.22,72.61,0.00,72.61,,
505,False,,2026-05-29 18:10:49.525,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_cube8_initloccube8_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1803.36,0.00,0,0.000,3840.08,28.30,0.00,28.30,,
506,False,,2026-05-29 18:10:53.383,MoveToLL,MoveToLL_moveToRetract_PickUpML_cube8_initloccube8_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3925.16,20.45,16,1.400,6000.66,17.79,0.00,17.79,,
507,False,,2026-05-29 18:11:03.105,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup43,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11488.70,26.53,51,4.916,13591.52,3721.45,0.00,3721.45,,
508,False,,2026-05-29 18:11:16.754,MoveToLL,MoveToLL_moveToStackPos_StackML_cube8_stick32_robot1_gripper1_finalloccube8_rpmanipulate,plannedj,finalloccube8,,1.00,1.00,"-0.254589;0.920415;0.112500;0.000000;-3.141590;0.000000","",True,5713.15,28.32,22,2.016,7831.81,57.17,0.00,57.17,,
509,False,,2026-05-29 18:11:24.615,OpenGripperLL,OpenGripperLL_openGripper_StackML_cube8_stick32_robot1_gripper1_finalloccube8_rpmanipulate,open_gripper,,,0.50,1.00,"","",True,2067.36,0.00,0,0.000,4102.78,29.43,0.00,29.43,,
510,False,,2026-05-29 18:11:28.748,LiftLL,LiftLL_liftAfterStack_StackML_cube8_stick32_robot1_gripper1_finalloccube8_rpmanipulate,lift,,,0.50,1.00,"","",True,3706.29,0.00,0,0.000,5735.35,30.31,0.00,30.31,,
511,False,,2026-05-29 18:11:34.506,MoveToLL,MoveToLL_moveToRobotPosition_StackML_cube8_stick32_robot1_gripper1_finalloccube8_rpmanipulate,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,5417.65,28.08,21,1.997,7555.97,22.71,0.00,22.71,,
512,False,,2026-05-29 18:11:45.823,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup41,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11592.86,45.88,50,4.858,13737.35,3761.04,0.00,3761.04,,
513,False,,2026-05-29 18:11:59.619,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_cube7_initloccube7_robot1_gripper1_rppickup,plannedl,initloccube7,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,4508.69,57.22,16,1.421,6718.14,58.36,0.00,58.36,,
514,False,,2026-05-29 18:12:06.363,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_cube7_initloccube7_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1807.96,0.00,0,0.000,3822.13,25.69,0.00,25.69,,
515,False,,2026-05-29 18:12:10.210,MoveToLL,MoveToLL_moveToRetract_PickUpML_cube7_initloccube7_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3871.41,31.26,16,1.400,6016.62,24.99,0.00,24.99,,
516,False,,2026-05-29 18:12:19.927,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup44,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11472.17,28.27,51,4.916,13592.67,3700.78,0.00,3700.78,,
517,False,,2026-05-29 18:12:33.578,MoveToLL,MoveToLL_moveToStackPos_StackML_cube7_stick28_robot1_gripper1_finalloccube7_rpmanipulate,plannedj,finalloccube7,,1.00,1.00,"0.250586;0.980687;0.113500;0.000000;-3.141590;0.000000","",True,7066.05,33.89,29,2.701,9235.72,58.21,0.00,58.21,,
518,False,,2026-05-29 18:12:42.842,OpenGripperLL,OpenGripperLL_openGripper_StackML_cube7_stick28_robot1_gripper1_finalloccube7_rpmanipulate,open_gripper,,,0.50,1.00,"","",True,2267.72,0.00,0,0.000,4309.92,28.55,0.00,28.55,,
519,False,,2026-05-29 18:12:47.179,LiftLL,LiftLL_liftAfterStack_StackML_cube7_stick28_robot1_gripper1_finalloccube7_rpmanipulate,lift,,,0.50,1.00,"","",True,3699.44,0.00,0,0.000,5739.99,26.80,0.00,26.80,,
520,False,,2026-05-29 18:12:52.945,MoveToLL,MoveToLL_moveToRobotPosition_StackML_cube7_stick28_robot1_gripper1_finalloccube7_rpmanipulate,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,6848.70,30.34,28,2.698,9001.46,26.47,0.00,26.47,,
521,False,,2026-05-29 18:13:05.537,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup42,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11205.56,35.29,50,4.859,13345.38,3589.91,0.00,3589.91,,
522,False,,2026-05-29 18:13:18.926,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick36_initlocstick36_robot1_gripper1_rppickup,plannedl,initlocstick36,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,4528.19,29.53,16,1.421,6644.18,44.30,0.00,44.30,,
523,False,,2026-05-29 18:13:25.594,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick36_initlocstick36_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1767.80,0.00,0,0.000,3820.84,23.78,0.00,23.78,,
524,False,,2026-05-29 18:13:29.433,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick36_initlocstick36_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3830.49,58.01,16,1.401,6040.14,18.20,0.00,18.20,,
525,False,,2026-05-29 18:13:39.346,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup45,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11320.08,36.16,51,4.916,13452.37,3871.98,0.00,3871.98,,
526,False,,2026-05-29 18:13:52.833,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick36_robot1_finallocstick36_rpmanipulate_stick32_stick31_gripper1_layer7_layer8,plannedj,finallocstick36,,1.00,1.00,"-0.126276;0.959845;0.112500;0.000000;-3.141590;0.000000","",True,5978.49,91.35,23,2.186,8202.72,35.03,0.00,35.03,,
527,False,,2026-05-29 18:14:01.055,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick36_robot1_finallocstick36_rpmanipulate_stick32_stick31_gripper1_layer7_layer8,open_gripper,,,0.50,1.00,"","",True,1725.98,0.00,0,0.000,3760.74,19.60,0.00,19.60,,
528,False,,2026-05-29 18:14:04.846,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick36_robot1_finallocstick36_rpmanipulate_stick32_stick31_gripper1_layer7_layer8,lift,,,0.50,1.00,"","",True,3712.45,0.00,0,0.000,5737.47,30.41,0.00,30.41,,
529,False,,2026-05-29 18:14:10.610,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick36_robot1_finallocstick36_rpmanipulate_stick32_stick31_gripper1_layer7_layer8,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,5767.83,32.34,23,2.184,7943.27,25.71,0.00,25.71,,
530,False,,2026-05-29 18:14:22.143,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rptoolchange_dup9,plannedj,rptoolchange,,1.00,1.00,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,5382.48,29.62,21,1.926,7519.84,3589.70,0.00,3589.70,,
531,False,,2026-05-29 18:14:29.699,DeequipToolLL,DeequipToolLL_deequipTool_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange_dup5,play_program,,gripper,0.50,1.00,"","",True,21742.02,0.00,0,0.000,23756.70,37.06,0.00,37.06,,
532,False,,2026-05-29 18:14:53.491,EquipToolLL,EquipToolLL_equipTool_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler_dup5,play_program,,nailgun,0.50,1.00,"","",True,10486.64,0.00,0,0.000,12530.08,34.73,0.00,34.73,,
533,False,,2026-05-29 18:15:10.001,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rptoolchange_rpmanipulate_dup5,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,5327.73,86.30,21,1.941,10053.30,3980.30,0.00,3980.30,,
534,False,,2026-05-29 18:15:20.133,NailingLL,NailingLL_moveToNailPos_NailingML_cube7_stick28_robot1_staplergun1_rpmanipulate,movej,unknown,nailgun,0.30,0.30,"0.250586;0.980687;0.133550;2.221441;-2.221441;0.000000","",True,10231.26,0.00,0,0.000,12262.43,78.12,0.00,78.12,,
535,False,,2026-05-29 18:15:32.425,PushDownLL,PushDownLL_pushDown_NailingML_cube7_stick28_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,1754.05,0.00,0,0.000,3774.41,29.47,0.00,29.47,,
536,False,,2026-05-29 18:15:36.230,LiftLL,LiftLL_liftAfterNail_NailingML_cube7_stick28_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4061.54,0.00,0,0.000,6101.95,30.71,0.00,30.71,,
537,False,,2026-05-29 18:15:45.948,NailingLL,NailingLL_moveToNailPos_NailingML_cube8_stick32_robot1_staplergun1_rpmanipulate,movej,unknown,nailgun,0.30,0.30,"-0.251959;0.922325;0.132575;2.221441;-2.221441;0.000000","",True,6911.44,0.00,0,0.000,8932.62,3616.05,0.00,3616.05,,
538,False,,2026-05-29 18:15:54.904,PushDownLL,PushDownLL_pushDown_NailingML_cube8_stick32_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,1597.13,0.00,0,0.000,3622.34,23.46,0.00,23.46,,
539,False,,2026-05-29 18:15:58.546,LiftLL,LiftLL_liftAfterNail_NailingML_cube8_stick32_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4100.41,0.00,0,0.000,6126.90,19.69,0.00,19.69,,
